Batch_ID,Hour,Minutes,Day_Right,Month,Phase_Number_Name_Metric,Phase_Values_in_Seconds,Number_of_Phase,Name_of_Phase,Phase_Values_in_Minutes
130,5.4,46.5,28.0,3.0,Phase_0123_Duration_Global,7950.0,0,Global,132.5
131,7.4,54.0,28.0,3.0,Phase_0123_Duration_Global,7300.0,0,Global,121.66666666666667
132,12.4,25.3,28.0,3.0,Phase_0123_Duration_Global,18820.0,0,Global,313.6666666666667
133,15.4,48.6,28.0,3.0,Phase_0123_Duration_Global,8925.0,0,Global,148.75
134,19.0,17.4,28.0,3.0,Phase_0123_Duration_Global,12940.0,0,Global,215.66666666666666
135,21.4,48.8,28.0,3.0,Phase_0123_Duration_Global,8140.0,0,Global,135.66666666666666
136,8.4,40.3,29.0,3.0,Phase_0123_Duration_Global,18440.0,0,Global,307.3333333333333
137,13.95,32.2,29.5,3.0,Phase_0123_Duration_Global,12717.5,0,Global,211.95833333333334
138,13.95,32.2,29.5,3.0,Phase_0123_Duration_Global,12717.5,0,Global,211.95833333333334
139,7.35,26.35,30.0,3.0,Phase_0123_Duration_Global,12545.0,0,Global,209.08333333333334
140,7.35,26.35,30.0,3.0,Phase_0123_Duration_Global,12545.0,0,Global,209.08333333333334
141,18.8,30.3,30.0,3.0,Phase_0123_Duration_Global,18467.5,0,Global,307.7916666666667
142,18.8,30.3,30.0,3.0,Phase_0123_Duration_Global,18467.5,0,Global,307.7916666666667
143,7.4,43.2,31.0,3.0,Phase_0123_Duration_Global,14945.0,0,Global,249.08333333333334
144,7.05,28.75,31.0,3.0,Phase_0123_Duration_Global,13777.5,0,Global,229.625
145,7.05,28.75,31.0,3.0,Phase_0123_Duration_Global,13777.5,0,Global,229.625
146,13.1,30.2,31.0,3.0,Phase_0123_Duration_Global,10545.0,0,Global,175.75
